"","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes"
"825",215,"2","20-30 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.215946844,NA,NA,6.78,1.376966,12.526876,3.029589,6.748677,7.513688,88.603658,3.305981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5676,2.0307,2.5983,13.1,44.88,1142.044,77.72,10.568,0,135.368,0.14,0.364,16.556,8.796,0.144,71.464,32.59,11.10974603,52.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"826",216,"2","0-10 cm",2021,"Fall","Corn-Corn-Corn","No cover",0.165217391,NA,171.9562,6.635,2.780564,45.358263,15.818133,39.874519,19.410813,157.249307,7.511304,NA,NA,743,6.270312217,0.997283158,368.0743741,0.948510138,353,4.795037359,0.980671996,51.7384007,0.817363584,0.0066,307,4.689369733,0.97878712,47.14117084,0.818839603,0.1462,302,4.673581553,0.97935928,48.44792236,0.818429434,0.5352,346,4.826067611,0.98133648,53.58046071,0.825471333,10.22,1.1,3.9345504,5.334756,NA,3.34,61.96,33.2,38.5,52.2,NA,NA,7.2141,2.7711,9.9852,9.312,53.068,1019.564,52.196,25.276,1.12,110.496,0.244,0.292,14.572,7.012,0.216,29.952,75.46,7.210300262,63.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"827",216,"2","10-20 cm",2021,"Fall","Corn-Corn-Corn","No cover",0.147928994,NA,118.1978,6.885,1.456002,17.315538,4.524216,18.90867,9.734115,121.028708,3.483289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,0.47,0.8919,2.6052,NA,1.8,66.8,29.24,23.53,68.74,NA,NA,1.5884,2.172,3.7604,8.864,38.396,885.196,48.892,16.976,0.328,118.608,0.196,0.384,14.608,7.92,0.196,38.924,45.56,7.962477618,73.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"828",216,"2","20-30 cm",2021,"Fall","Corn-Corn-Corn","No cover",0.187062937,NA,NA,6.81,1.482253,10.882412,3.090917,5.409214,7.567062,73.119969,3.576767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8902,2.1494,3.0396,9.14,44.748,1065.004,85.68,7.888,0,122.828,0.144,0.384,19.132,9.68,0.152,75.296,20.92,0.446359532,56.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"829",217,"2","0-10 cm",2021,"Fall","Corn-Corn-Corn","Wheat",0.166666667,NA,93.182,6.72,5.622237,48.467581,20.707311,46.565694,19.587023,138.223547,9.766087,NA,NA,545,5.972640956,0.996596386,293.8053538,0.947920014,405,5.168545232,0.988644315,88.06161511,0.860866498,0.0092,344,5.030423002,0.9872496,78.42891203,0.86127917,0.1584,336,4.995032929,0.98732064,78.86833405,0.858679298,0.5726,395,5.168752244,0.988974186,90.69624842,0.86450092,10.93,1.16,4.4703048,5.513024,NA,2.96,61.12,34.32,40.9,50.44,NA,NA,7.0685,2.9914,10.0599,11.204,57.384,1117.92,60.34,24.164,1.024,116.316,0.304,0.304,15.62,8.484,0.232,33.496,88.87,9.195369825,60.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"830",217,"2","10-20 cm",2021,"Fall","Corn-Corn-Corn","Wheat",0.15327381,NA,146.0775,6.99,3.426147,20.175455,6.579066,18.614464,11.337353,95.824764,4.943922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,0.5,1.1570692,2.755368,NA,1.15,59.64,30.48,29.22,69.58,NA,NA,1.7655,2.0137,3.7792,7.08,38.232,918.472,57.556,15.932,0.212,118.324,0.192,0.336,13.96,8.616,0.164,42.212,45.66,3.438102547,58.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"831",217,"2","20-30 cm",2021,"Fall","Corn-Corn-Corn","Wheat",0.197183099,NA,NA,6.91,3.725181,13.511027,5.728421,5.524791,8.736533,83.006265,5.022675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7003,2.2906,2.9909,8.284,42.68,1064.36,96.828,7.404,0,129.88,0.16,0.288,17.452,10.736,0.18,75.396,18.78,1.076367045,72.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"832",218,"2","0-10 cm",2021,"Fall","Corn-Corn-Corn","Wheat-Clover",0.173745174,NA,148.5345,6.815,4.648356,43.269777,15.960477,35.768722,16.886018,134.64097,8.063964,NA,NA,515,5.904803592,0.996379186,276.1809793,0.945651147,100,3.955480054,0.970304072,33.67465074,0.85892158,0,79,3.731166144,0.96457728,28.23046903,0.853921656,0.149,79,3.715498576,0.96397704,27.76007302,0.850335947,0.7446,95,3.931502468,0.97024536,33.60820363,0.863330863,10.19,1.11,4.15701,6.81318,NA,2.51,68.2,28.28,40.79,66.86,NA,NA,6.1922,2.9405,9.1327,11.44,57.704,1192.84,62.848,21.964,0.904,112.296,0.3,0.336,15.048,9.444,0.268,34.824,76.2,8.223599476,68.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high sap_relabund,"
"833",218,"2","10-20 cm",2021,"Fall","Corn-Corn-Corn","Wheat-Clover",0.164179104,NA,100.0762,7.025,3.152587,19.900594,6.927423,14.785237,10.110417,130.2118,4.82733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,0.48,3.2129888,3.064092,NA,1.74,67.64,31.44,84.33,80.42,NA,NA,1.246,2.3472,3.5932,6.688,38.488,919.32,62.48,14.288,0.228,110.96,0.172,0.372,14.344,8.904,0.196,44.456,35.67,1.997961877,58.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"834",218,"2","20-30 cm",2021,"Fall","Corn-Corn-Corn","Wheat-Clover",0.180161943,NA,NA,6.875,2.870542,12.426934,4.665372,4.199778,6.948414,66.068865,4.257525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5789,2.059,2.6379,6.968,43.812,1048.104,111.848,6.492,0,124.704,0.16,0.352,18.72,10.048,0.064,74.528,22,0.633667413,53.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high Mg,"
"835",219,"2","0-10 cm",2021,"Fall","Corn-Corn-Corn","SHM",0.160965795,NA,135.7607,6.855,4.820902,52.820153,21.122582,39.731892,19.683319,160.605583,9.768066,NA,NA,NA,NA,NA,NA,NA,260,4.745957191,0.984040428,62.65832013,0.853484789,0.0128,201,4.542220506,0.98183776,55.05928784,0.856488658,0.1,194,4.539643209,0.98196848,55.45844166,0.861762612,0.6304,235,4.679910866,0.98339776,60.23283605,0.857191604,9.6,1.04,4.558224,6.068616,NA,2.85,69.04,28.64,47.48,63.21,NA,NA,5.6925,3.9045,9.597,9.94,61.856,1142.152,73.428,23.88,1.1,113.288,0.26,0.396,18.208,6.868,0.256,37,96.11,8.385087392,79.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high POC,"
"836",219,"2","10-20 cm",2021,"Fall","Corn-Corn-Corn","SHM",0.14374034,NA,97.763,6.92,4.934338,21.139832,7.484016,29.833455,11.71256,147.074979,6.538606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0.47,1.3435808,3.20736,NA,2.34,62.4,35.36,35.36,84.4,NA,NA,1.6256,16.0361,17.6617,6.14,41.028,893.12,76.676,14.932,0.996,104.428,0.152,0.32,14.312,8.016,0.156,46.936,71.22,4.553925793,58.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n, high inorg. n,"
"837",219,"2","20-30 cm",2021,"Fall","Corn-Corn-Corn","SHM",0.193681319,NA,NA,6.91,3.085516,15.764419,5.039973,5.679241,9.139674,101.640188,5.026188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9236,2.409,3.3326,4.728,39.616,914.188,111.068,6.048,0.304,106.532,0.148,0.328,16.856,8.58,0.108,65.732,41.01,0.533433534,53.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high Mg,"
"838",220,"2","0-10 cm",2021,"Fall","Corn-Corn-Corn","Clover",0.153605016,NA,80.0164,6.52,4.734854,51.015856,20.509961,38.483844,19.966078,163.131048,8.884834,NA,NA,689,6.121475467,0.99663914,297.5428836,0.936686989,254,3.133156851,0.833960475,6.022662367,0.565824041,6e-04,212,2.91299419,0.81359936,5.364788447,0.543815415,0.0446,205,2.932878568,0.8136876,5.367329281,0.550981227,0.803,245,3.062062502,0.825980359,5.746477782,0.556611303,9.25,1.04,4.076032,7.119504,NA,2.43,70.56,27.56,44.07,76.97,NA,NA,5.3937,2.9396,8.3333,6.36,55.036,965.348,66.488,25.116,0.848,106.816,0.184,0.268,15.244,7.092,0.388,26.568,81.99,6.438879574,65.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low fun_evenness, high sap_relabund,"
"839",220,"2","10-20 cm",2021,"Fall","Corn-Corn-Corn","Clover",0.14790287,NA,148.2844,6.69,2.075246,18.506522,5.387802,14.221498,10.295218,132.184193,4.203646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,0.47,1.9966848,2.630064,NA,2.11,55.84,26.48,52.13,68.67,NA,NA,1.4346,2.5842,4.0188,4.484,39.812,880.148,84.932,13.828,0,103.056,0.148,0.308,12.964,6.652,0.16,39.668,45.89,8.947510825,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"840",220,"2","20-30 cm",2021,"Fall","Corn-Corn-Corn","Clover",0.211042945,NA,NA,6.495,1.890459,14.858598,4.238525,4.435924,8.135234,125.129591,4.157111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2676,2.556,3.8236,5.076,46.248,1006.504,151.568,6.548,0,116.312,0.144,0.316,17.4,9.912,0.14,67.968,29.57,0.012774217,45.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high Mg,"
"841",301,"3","0-10 cm",2021,"Fall","Corn-Soybean-Corn","Clover",0.206593407,NA,78.3988,6.54,1.862147,27.482902,5.371373,15.241318,8.608037,53.908133,3.190883,NA,NA,699,6.17009402,0.996609438,294.9363464,0.942049319,175,3.839802761,0.934360401,15.23470608,0.743458254,0.0038,144,3.718300554,0.93164688,14.62991009,0.74817711,0.0682,139,3.704421403,0.9308404,14.45930861,0.750722661,0.4042,166,3.851238491,0.93714792,15.91037242,0.753373961,9.94,1.06,3.988936,5.900732,NA,2.66,87.16,11.76,40.13,59.36,NA,NA,10.826,5.5068,16.3328,17.72,79.848,1036.084,39.92,49.216,1.5,159.392,0.288,0.404,11.532,7.34,0.248,33.884,73.51,14.75900893,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low sap_relabund, high no-n, high nh-n, high inorg. n,"
"842",301,"3","10-20 cm",2021,"Fall","Corn-Soybean-Corn","Clover",0.191721133,NA,337.8033,6.795,1.996354,12.492967,2.591906,9.084494,7.505215,88.72127,1.773021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,0.57,2.58511,3.789352,NA,1.32,87.92,11.92,52.01,76.24,NA,NA,1.9925,4.0063,5.9988,13.164,57.308,724.3,25.824,36.072,0.592,162.168,0.176,0.436,9.808,5.936,0.188,26.028,44.07,0.895391532,83.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high mbc/n,"
"843",301,"3","20-30 cm",2021,"Fall","Corn-Soybean-Corn","Clover",0.21408046,NA,NA,6.85,2.106725,6.694997,1.305598,5.100251,4.073127,49.895239,5.89387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8995,3.3065,4.206,14.2,56.212,738.28,31.06,25.608,0.292,171.652,0.16,0.516,13.608,6.404,0.208,36.736,43.09,11.97752157,44.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"844",302,"3","0-10 cm",2021,"Fall","Corn-Soybean-Corn","No cover",0.216630197,NA,297.9024,6.605,2.290562,25.098531,6.509579,13.542406,11.080181,80.809667,3.134365,NA,NA,662,6.132803397,0.996815238,313.9951671,0.944195945,177,4.520030412,0.980927291,52.43093552,0.87324182,0.004,156,4.388625518,0.97891192,47.42015394,0.869059536,0.1116,153,4.391360249,0.97946416,48.69535407,0.872957845,0.5278,168,4.455117785,0.9801984,50.50096962,0.869467038,8.64,0.95,3.630744,6.540436,NA,4.68,85.72,11.64,42.02,75.7,NA,NA,10.2182,4.4577,14.6759,11.788,80.568,885.268,37.076,47.512,1.136,150.42,0.26,0.38,13.06,7.64,0.18,27.872,70.54,5.842808275,69.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high mbc/n, high no-n, high inorg. n,"
"845",302,"3","10-20 cm",2021,"Fall","Corn-Soybean-Corn","No cover",0.204899777,NA,104.7944,6.825,1.049934,10.157579,0.695091,5.277872,4.302665,41.594864,1.227356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.56,2.746706,3.154892,NA,1.42,87.88,12.32,57.1,65.59,NA,NA,2.4683,3.5831,6.0514,11.796,57.14,692.34,25.82,37.412,0.636,161.132,0.168,0.428,11.572,5.308,0.208,25.248,49.21,9.544502624,61.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"846",302,"3","20-30 cm",2021,"Fall","Corn-Soybean-Corn","No cover",0.206827309,NA,NA,6.23,2.008974,4.69342,0.868084,3.67195,2.545863,51.985997,2.210307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9116,2.6068,3.5184,13.36,50.72,735.052,32.712,26.64,0.316,189.32,0.22,0.512,17.644,7.688,0.192,44.952,37.08,0,35.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"847",303,"3","0-10 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.232905983,NA,96.0876,6.495,2.547537,27.28107,10.071519,20.3149,11.401726,87.976945,4.210296,NA,NA,676,6.166907682,0.997105769,345.5149617,0.946397323,313,4.622821221,0.976555676,42.65424668,0.804500131,0.004,267,4.495706277,0.97398728,38.44273109,0.804636871,0.1302,255,4.465112432,0.97422248,38.79349138,0.805793191,0.5474,303,4.611598372,0.97670072,42.91978121,0.80710781,10.4,1.12,4.864332,7.045856,NA,6.86,83.68,13.2,46.77,67.75,NA,NA,10.244,5.0895,15.3335,15.652,83.464,953.42,40.552,60.248,1.6,173.672,0.348,0.436,20.292,8.124,0.384,34.148,83.57,15.23267556,81.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high POC, high no-n, high nh-n, high inorg. n,"
"848",303,"3","10-20 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.198611111,NA,112.7961,6.675,1.795215,6.49467,4.634469,4.712721,4.340753,45.519137,3.067984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,0.55,3.273168,3.136832,NA,2.28,85.24,14.44,71.62,68.64,NA,NA,1.9928,4.1187,6.1115,13.268,57.492,667.888,25.996,40.424,0.472,178.72,0.22,0.524,13.644,6.732,0.26,27.532,47.5,8.563783152,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"849",303,"3","20-30 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.21124031,NA,NA,6.61,1.271438,3.292456,0.520775,3.291569,2.137589,23.172362,1.502412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,2.6913,3.5903,19.264,58.604,743.12,33.912,26.132,0.216,192.6,0.16,0.44,17.152,5.468,0.164,39.452,41.5,1.227166843,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"850",304,"3","0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.21703854,NA,131.9211,6.55,1.252046,25.527531,6.234908,11.941342,7.959745,45.41079,2.657468,NA,NA,632,6.102652855,0.996788855,311.4153643,0.946310672,248,4.506448285,0.967161888,30.4524203,0.817358579,0.0206,203,4.246480886,0.95822488,23.93769306,0.799231368,0.1462,193,4.228047737,0.95810576,23.86962981,0.803400463,0.58,239,4.424781987,0.9639988,27.77685188,0.807963377,8.44,0.94,3.585024,6.094816,NA,2.3,83.72,14.64,42.48,72.21,NA,NA,8.5871,3.9273,12.5144,13.964,64.188,919.38,36.576,50.316,2.128,166.588,0.288,0.388,18.08,7.66,0.324,33.64,66.54,6.072338364,62.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"851",304,"3","10-20 cm",2021,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.195604396,NA,98.8018,6.645,2.539278,3.591003,2.447021,3.589707,3.295782,9.816783,2.391667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,0.51,2.0173376,2.986308,NA,1.53,85.08,15.28,51.07,75.6,NA,NA,0.8987,2.6689,3.5676,13.148,45.204,654.428,21.98,34.568,0.472,169.512,0.212,0.492,16.316,7.392,0.288,27.948,40.06,8.154637442,45.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"852",304,"3","20-30 cm",2021,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.210144928,NA,NA,6.765,1.998416,3.073014,0.852178,3.741415,2.428255,42.994139,2.714815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3405,1.7548,2.0953,16.96,45.064,773.4,33.116,21.592,0.22,189.848,0.184,0.564,18.332,7.036,0.184,45.304,31.88,13.72691041,26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"853",305,"3","0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat",0.208267091,NA,100.9678,6.675,2.533361,50.391681,15.315039,35.725592,23.330667,111.381579,6.216217,NA,NA,702,6.193030592,0.997162831,352.4640732,0.944933403,262,4.692781072,0.981451764,53.91348352,0.842760549,0.0108,228,4.576360389,0.97993472,49.83733095,0.842893546,0.127,224,4.546330206,0.9795848,48.98311062,0.840101175,0.5972,258,4.675070597,0.98122408,53.25970711,0.841906109,7.79,0.89,2.772172,5.941676,NA,1.78,84.76,14.8,35.59,76.27,NA,NA,8.3156,3.1146,11.4302,11.704,76.724,815.956,37.292,47.488,1.344,168.008,0.264,0.408,19.408,6.784,0.336,31.072,64.83,16.13690504,62.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"854",305,"3","10-20 cm",2021,"Fall","Corn-Soybean-Corn","Wheat",0.197080292,NA,104.9999,6.76,3.166853,19.721498,4.518358,21.616249,11.31384,151.143886,8.454786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,0.51,2.850212,2.68212,NA,1.46,86.52,13.96,69.18,65.1,NA,NA,1.9688,2.1105,4.0793,11.072,56.444,626.972,23.924,34.404,0.496,175.568,0.18,0.46,13.88,5.976,0.276,27.244,41.68,2.448028093,45.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"855",305,"3","20-30 cm",2021,"Fall","Corn-Soybean-Corn","Wheat",0.204930663,NA,NA,6.875,3.391785,10.955309,4.534036,12.980832,6.032732,94.209678,6.04299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4121,1.9859,2.398,14.564,48.588,744.068,33.876,16.82,0,178.54,0.14,0.36,18.52,6.08,0.2,45.952,26.42,8.691982956,15.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
