"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"751",751,111,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","No cover",0.167701863,NA,115.7802,6.575,3.663006,49.442571,15.285395,35.299971,18.148263,121.544261,7.594108,NA,NA,1633,6.954116833,0.998421042,633.329001,0.939977452,410,4.702163114,0.977686746,44.8164122,0.781589142,290,4.54321822779222,0.97598016,41.6322506727773,0.801289884127577,290,0.264110871,43,2.245948535,0.809270969,5.243040318,0.597136144,0.143844492,53,2.795897331,0.886683856,8.824867887,0.704204475,9.07,0.87,3.4705108,5.38824,NA,2.8,68.64,24.68,38.26,59.41,NA,NA,8.63,2.4826,11.1126,13.552,60.864,885.736,51.892,26.172,1.284,116.38,0.176,0.268,12.948,6.264,0.18,21.972,63.94,3.514411715,74.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","111_Fall_2021"
"754",754,112,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat-Clover",0.179640719,NA,110.4403,6.53,4.747168,59.426356,18.098381,37.824066,19.170768,205.464502,8.125186,NA,NA,1334,6.811225421,0.998370518,613.6918324,0.946537637,494,4.985018756,0.983493753,60.58312486,0.803706604,341,4.806012118748,0.9826352,57.5877637519579,0.824092758636424,341,0.169059709,43,2.587798707,0.860621948,7.174730783,0.688024733,0.211463258,61,2.63343706,0.84558494,6.476052262,0.64060274,12.04,1.17,5.0283204,5.399316,NA,2.89,72.28,22.92,41.76,44.84,NA,NA,9.6119,3.1666,12.7785,17.02,75.184,970.868,59.732,27.468,1.388,118.976,0.184,0.256,14.24,6.848,0.2,22.844,76.91,6.290769628,74.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n,","Fall 2021","112_Fall_2021"
"757",757,113,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","SHM",0.18344519,NA,137.0395,6.41,4.518834,55.08729,15.81178,31.273942,16.203443,189.598651,8.696571,NA,NA,1925,7.101789386,0.998678973,756.9868471,0.939057082,382,4.758499191,0.979654662,49.15130876,0.80036376,276,4.53493449477139,0.9766884,42.8970984402615,0.806870293262034,276,0.263592751,45,2.631751361,0.88659583,8.818017904,0.691354006,0.151865672,41,2.409775576,0.76206211,4.202777464,0.648910411,10.2,0.97,5.0532,6.283292,NA,3,71.32,23.76,49.54,61.6,NA,NA,8.5285,3.9125,12.441,11.048,60.164,899.32,55.996,27.872,1.476,113.796,0.168,0.348,15.136,7.728,0.228,21.688,83.71,10.52794377,80.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","113_Fall_2021"
"760",760,114,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat",0.192904656,NA,132.1187,6.665,4.493791,71.21399,22.035267,45.105854,19.431938,190.990351,10.692192,NA,NA,1366,6.816007414,0.998377923,616.4936286,0.944092155,610,5.100741936,0.986629903,74.7937727,0.795318403,375,4.88227090383519,0.98540536,68.5183053504574,0.823744194282537,375,0.19773266,63,2.919237369,0.903601186,10.37357164,0.704596293,0.148808193,75,3.000022159,0.901521314,10.15448152,0.6948536,12.2,1.15,5.9223948,5.782556,NA,3.95,72.92,22.24,48.54,47.4,NA,NA,10.6836,3.2288,13.9124,20.524,76.372,1124.612,62.964,25.452,1.276,121.824,0.22,0.292,14.264,6.168,0.196,29.056,90.83,10.34635059,76.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high POC, high no-n, high inorg. n,","Fall 2021","114_Fall_2021"
"763",763,115,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Clover",0.178489703,NA,52.5893,6.53,3.698597,61.4877,20.70184,43.631196,16.115439,150.027247,7.501954,NA,NA,1180,6.670154428,0.997994664,498.6695683,0.943008636,382,4.408227093,0.953764763,21.62852527,0.741449156,255,4.20171665483918,0.94951216,19.8067495064158,0.758259667781069,255,0.155626596,52,2.779293846,0.887301192,8.873208338,0.70339722,0.116860067,39,2.881557419,0.923760022,13.11647806,0.786545362,11.1,1.08,3.8480568,6.23146,NA,3.16,72.04,24.32,34.67,56.14,NA,NA,6.0872,2.9293,9.0165,23.048,73.8,1074.256,57.364,25.236,1.328,121.12,0.18,0.32,14.484,6.12,0.18,27.576,90.87,11.37134319,74.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high P,","Fall 2021","115_Fall_2021"
"766",766,116,1,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.202105263,NA,167.1421,6.485,3.980658,66.877811,23.733742,54.480018,16.450482,129.413087,8.670636,NA,NA,1192,6.663084686,0.997982263,495.6047402,0.94066354,542,5.153402691,0.986413724,73.60368706,0.818615558,370,4.9374448829396,0.98500304,66.6801805165846,0.834944174076171,370,0.191718341,68,2.815912318,0.862908199,7.294382256,0.667355653,0.162463828,67,3.186954108,0.918332596,12.2447874,0.757951745,11.62,1.15,6.1903764,7.671312,NA,3.69,73.48,22.96,53.27,66.02,NA,NA,8.1866,2.9915,11.1781,23.432,100.068,1021.672,52.788,29.636,2.068,119.328,0.236,0.316,15.66,5.892,0.284,23.588,86.54,18.45751252,86.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high POC, high P, high K,","Fall 2021","116_Fall_2021"
"769",769,117,1,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","No cover",0.194285714,NA,168.3363,6.535,6.793558,102.760498,38.762741,57.870507,24.498584,206.511151,11.899502,NA,NA,967,6.475380674,0.99769965,434.7164168,0.941983371,278,4.572157437,0.978374165,46.2409893,0.812449407,208,4.41041584356222,0.97672208,42.9591647363682,0.826301522856586,208,0.187609214,37,2.484917592,0.836094141,6.101063167,0.688167843,0.124781573,37,2.948540961,0.920565744,12.58902712,0.816562722,10.17,1.02,4.5127584,6.07202,NA,2.05,72.2,27.24,44.37,59.71,NA,NA,4.7599,2.6749,7.4348,21.612,97.36,927.516,46.204,31.184,1.768,127.208,0.164,0.384,16.264,6.148,0.364,20.14,73.59,6.580442189,78.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high cb, high K,","Fall 2021","117_Fall_2021"
"772",772,118,1,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.209424084,NA,115.6993,6.555,6.410104,97.357016,29.336386,68.686041,39.577415,163.354436,10.269553,NA,NA,969,6.47476768,0.99752119,403.4194424,0.941611186,224,4.187834801,0.965689256,29.14538994,0.773856006,171,4.03119297168736,0.96331816,27.2614459907136,0.784025039248069,171,0.181189991,35,2.093968435,0.77219266,4.389674178,0.588962993,0.163732907,23,1.925901212,0.758253649,4.136567099,0.614225726,11.64,1.12,5.226696,6.6468,NA,2.54,76.4,23.64,44.9,57.1,NA,NA,7.2496,2.9236,10.1732,22.084,99.596,1093.256,49.944,26.904,2.02,116.3,0.268,0.376,18.148,6.792,0.32,27.88,77.14,7.753735539,70.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag, high lap, high K,","Fall 2021","118_Fall_2021"
"775",775,119,1,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Clover",0.200863931,NA,92.9889,6.69,4.619823,73.899201,20.512611,43.852745,18.158124,139.437899,8.513782,NA,NA,1008,6.526432849,0.99777969,450.3874934,0.943709345,201,4.150373626,0.966832599,30.15008599,0.782601359,155,4.00750410561499,0.96487608,28.4706262854488,0.794599704111986,155,0.172169114,32,2.283657826,0.792879706,4.828112122,0.658924364,0.175914063,23,2.11131475,0.816180276,5.440112619,0.673359479,9.81,0.95,4.257552,6.2928,NA,2.08,73.6,26.28,43.4,64.15,NA,NA,6.3965,2.8388,9.2353,22.932,107.932,1054.032,45.524,21.764,1.416,115.612,0.248,0.308,13.208,6.976,0.3,25.928,68.25,2.876303598,67.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high P, high K,","Fall 2021","119_Fall_2021"
"778",778,120,1,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat",0.18317757,NA,251.9157,6.715,6.278125,71.263904,33.491437,86.632433,31.307483,140.426566,13.351367,NA,NA,813,6.348294928,0.997571195,411.7250464,0.947403324,281,4.464497695,0.974128996,38.65331253,0.791808596,202,4.26704544997397,0.97112904,34.636880796482,0.803848956612155,202,0.189281859,36,2.497605306,0.851299424,6.72492351,0.696970031,0.126547717,33,2.464887151,0.818251235,5.502100663,0.704956906,9.59,0.86,3.8737664,5.746048,NA,1.79,77.44,21.48,40.39,59.92,NA,NA,5.3624,2.9858,8.3482,25.232,108.312,1002.792,46.944,23.936,1.812,115.984,0.22,0.352,15.656,7.444,0.268,21.992,78.15,5.406480834,89.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high mbc/n, high lap, high P, high K,","Fall 2021","120_Fall_2021"
"781",781,201,2,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","No cover",0.176470588,NA,132.9417,6.665,4.121788,22.769876,14.526301,35.775906,21.569356,170.239618,6.682899,NA,NA,1210,6.660479642,0.99797736,494.4033366,0.938310394,80,3.707574798,0.952542006,21.07126565,0.846086778,NA,NA,NA,NA,NA,NA,0.22091131,11,1.393221276,0.586001648,2.415468554,0.5810184,0.082180635,8,1.819871993,0.817223802,5.471171896,0.875173433,8.52,0.84,3.605238,6.43008,NA,1.61,78.8,20.8,42.32,75.47,NA,NA,6.1913,2.2737,8.465,17,77.524,932.1,46.816,24.268,1.048,119.448,0.248,0.36,14.86,7.504,0.24,27.856,66.94,2.011965352,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","201_Fall_2021"
"784",784,202,2,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","SHM",0.185383244,NA,148.4168,6.68,3.296406,40.560261,12.55724,20.252104,20.101046,118.546824,6.226265,NA,NA,936,6.470257633,0.997795947,453.7095969,0.945720737,232,4.627531504,0.981014493,52.67175728,0.849596958,184,4.45747374842875,0.978698,46.9439489249836,0.854751420844438,184,0.197927922,24,2.463786873,0.871922191,7.80775381,0.775250202,0.099345325,26,2.683402322,0.888436161,8.963477859,0.82361044,7.58,0.75,2.8373504,4.786976,NA,2.42,72.64,27.56,37.43,63.15,NA,NA,6.4182,2.5733,8.9915,13.496,50.568,825.172,41.592,24.528,0.624,111.16,0.184,0.328,16.74,7.364,0.192,22.3,50.15,1.591379515,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","202_Fall_2021"
"787",787,203,2,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Wheat",0.188284519,NA,79.9679,6.03,3.244478,53.715731,14.814255,26.014192,17.470981,157.993832,5.976958,NA,NA,960,6.467344013,0.997715657,437.762718,0.941809647,322,4.848246013,0.984905315,66.24848353,0.839588317,240,4.64839710896272,0.98283952,58.2734282490933,0.848148760387268,240,0.129400865,29,2.354850357,0.828019435,5.8146105,0.699329811,0.111117974,36,2.896037005,0.918734112,12.30528613,0.808154514,7.1,0.68,4.578144,5.91084,NA,2.06,70.2,29.76,64.48,83.25,NA,NA,6.2727,3.8562,10.1289,14.428,50.868,725.032,34.836,28.732,0.912,108.912,0.168,0.32,16.184,6.656,0.288,17.436,55.73,5.913499549,70.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","203_Fall_2021"
"790",790,204,2,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Clover",0.173174873,NA,80.5631,6.525,3.358803,50.711189,14.248883,27.028256,16.199133,124.517729,6.084442,NA,NA,882,6.422252828,0.997785147,451.4971977,0.946928777,242,4.638070646,0.981383093,53.71461634,0.844985109,189,4.44873145144187,0.97909792,47.8421286302607,0.848711591509583,189,0.149127377,25,2.407474699,0.85862474,7.073373384,0.747924067,0.163454024,34,2.763818853,0.885227854,8.712915378,0.783759583,6.78,0.72,3.4264656,4.968816,NA,2.45,67.88,33.44,50.54,73.29,NA,NA,6.7453,2.7202,9.4655,13.012,45.196,726.9,32.852,26.856,2.16,110.72,0.164,0.28,15.408,6.296,0.2,19.124,52.72,1.58913646,62.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","204_Fall_2021"
"793",793,205,2,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Wheat-Clover",0.17838765,NA,107.2568,6.5,2.362046,43.320066,14.640218,43.836128,13.573226,129.815423,5.657519,NA,NA,939,6.44570709,0.997562211,410.207782,0.94169187,191,4.400649022,0.977531531,44.50681473,0.837856041,142,4.22635645034674,0.97593008,41.5456303967773,0.852805475498654,142,0.203360168,21,1.87239977,0.754251582,4.069202192,0.615006067,0.093654683,16,2.037689416,0.80672575,5.173994994,0.734941104,7.58,0.81,4.8514648,5.03388,NA,2.59,70.8,29.08,64,66.41,NA,NA,6.3432,2.285,8.6282,12.724,51.112,778.88,36.212,24.036,1.132,104.688,0.172,0.272,13.708,5.376,0.228,22.736,53.04,1.365926177,59.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","205_Fall_2021"
"796",796,206,2,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","No cover",0.171189979,NA,125.218,6.465,2.17942,44.813051,14.633014,49.983075,12.840671,121.023282,5.374222,NA,NA,956,6.484948045,0.997642812,424.2343048,0.944947808,513,4.836144343,0.978863535,47.31160179,0.774988873,337,4.65397714593602,0.97778352,45.0116310054519,0.799641036326996,337,0.10585766,46,2.651425737,0.876569378,8.101717244,0.692523917,0.110469773,58,3.205785479,0.939452,16.51582216,0.789516186,8.02,0.87,3.3397056,5.60868,NA,1.85,72.84,23.8,41.64,69.93,NA,NA,6.2159,2.398,8.6139,11.972,51.712,914.24,47.684,23.456,0.88,113.148,0.216,0.26,13.076,5.856,0.2,30.856,60.95,3.360368734,79.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","206_Fall_2021"
"799",799,207,2,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat",0.183044316,NA,123.0899,6.76,2.466912,44.338193,16.558675,51.881926,14.321517,118.612798,6.323156,NA,NA,1199,6.681416288,0.997991948,497.9950978,0.942472439,475,5.004195451,0.986303565,73.0117014,0.811932476,320,4.80106176374965,0.98482064,65.8789303369839,0.832315290229263,320,0.133962002,49,2.794955796,0.903676582,10.38169139,0.718161575,0.152623967,54,3.163293327,0.933074543,14.94199743,0.793007265,9.15,0.95,4.084128,5.880576,NA,1.86,72.96,23.6,44.64,64.27,NA,NA,8.0099,2.5562,10.5661,13.076,56.648,975.34,53.12,28.06,0.988,121.316,0.256,0.372,17.952,6.508,0.22,31.212,74.12,6.998220181,85.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","207_Fall_2021"
"802",802,208,2,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Clover",0.17962963,NA,63.6543,6.6,2.60105,48.37826,16.442996,50.475146,24.1721,116.208933,6.446131,NA,NA,1112,6.599956728,0.997918576,480.4403277,0.940980363,307,4.52986249,0.977540966,44.52551177,0.790987065,236,4.41130625439662,0.97586616,41.4355941698462,0.807364943104419,236,0.142944369,30,2.537041014,0.885538386,8.736553336,0.74592584,0.086940299,29,2.701112352,0.907596611,10.82211386,0.802160692,9,0.95,3.5478192,6.18568,NA,1.74,74.08,21.32,39.42,68.73,NA,NA,8.3306,2.8332,11.1638,12.528,51.152,1008.084,54.512,27.268,1.028,119.792,0.244,0.268,13.552,7.316,0.156,32.804,76.92,11.85979771,74.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","208_Fall_2021"
"805",805,209,2,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat-Clover",0.190298507,NA,166.1647,6.63,3.976673,48.794299,17.980657,34.465808,17.035454,134.885854,8.134523,NA,NA,1281,6.692233573,0.997936803,484.6846483,0.935270849,279,4.768844877,0.983010996,58.86160115,0.846859444,213,4.59219382941617,0.981018,52.6814877252134,0.856546087674092,213,0.129325136,28,2.543026605,0.877200662,8.143366384,0.763166426,0.109665428,33,2.840946362,0.897779833,9.782805355,0.812509715,8.9,0.94,3.7330656,5.60142,NA,2.02,73.8,21.68,41.94,62.94,NA,NA,7.5431,4.6698,12.2129,11.728,55.876,957.336,48.796,31.28,1.448,123.968,0.252,0.388,18.18,6.4,0.236,32.196,91.35,10.41472391,89.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Fall 2021","209_Fall_2021"
"808",808,210,2,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","SHM",0.180586907,NA,148.5736,6.63,2.878959,46.248382,15.297116,36.088601,14.154826,128.926792,6.052226,NA,NA,900,6.364394662,0.997288039,368.7368642,0.935610896,151,4.248712322,0.974593559,39.36009775,0.846815896,112,4.08786437368058,0.97209928,35.841368968256,0.866348490310982,112,0.145433699,17,2.147600063,0.834388484,6.038227437,0.758008594,0.125810292,20,2.389145152,0.86237705,7.266229958,0.797516244,9.98,1.05,2.7175464,7.55664,NA,1.33,72.8,22.68,27.23,75.72,NA,NA,10.577,11.6999,22.2769,13.784,57,1035.724,53.648,35.16,0.992,128.428,0.232,0.304,17.28,7.376,0.208,32.412,95.74,10.93259811,70.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high nh-n, high inorg. n,","Fall 2021","210_Fall_2021"
"811",811,211,2,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Clover",0.219712526,NA,220.4437,6.65,5.029842,53.358306,19.236606,55.902138,19.761985,135.564903,9.054958,NA,NA,1619,6.947819376,0.998464919,651.431423,0.940220481,357,4.878588684,0.978306389,46.0965202,0.830011566,265,4.71146609360374,0.97697328,43.4278090844029,0.844389646190617,265,0.123939799,39,2.845822113,0.899303583,9.930839919,0.776791109,0.115025084,34,3.173039113,0.948867324,19.55696607,0.899805647,10.15,1.07,3.6276576,6.75786,NA,1.78,76.36,19.08,35.74,66.58,NA,NA,10.4186,4.1838,14.6024,14.676,65.132,990.108,50.896,39.892,1.352,130.976,0.26,0.316,15.4,7.044,0.24,30.848,92.17,19.42975735,76.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n,","Fall 2021","211_Fall_2021"
"814",814,212,2,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","No cover",0.188585608,NA,178.5692,6.705,2.235946,42.146932,13.358042,33.646876,15.222321,132.604621,5.967917,NA,NA,231,5.106816738,0.991475735,117.3121705,0.93833605,69,3.641004431,0.963113534,27.11021433,0.859922732,51,3.43860614482925,0.95629384,22.8800699947101,0.874557130969888,51,0.064142708,6,1.231527764,0.648007773,2.840971825,0.687328732,0.077426701,5,1.302222071,0.65367587,2.887468452,0.809116065,9.83,1,4.20784,5.080824,NA,2.8,71.16,27.56,42.81,51.69,NA,NA,8.2003,2.8389,11.0392,14.316,61.888,929.616,52.676,37.256,1.816,134.716,0.24,0.292,14.856,7.444,0.26,28.816,72.16,8.379706017,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","212_Fall_2021"
"817",817,213,2,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat",0.197416974,NA,178.3662,6.665,4.270644,64.502196,25.62825,55.69467,17.661812,161.127613,9.74128,NA,NA,943,6.439631974,0.997542904,406.9845691,0.94022042,330,4.870378984,0.983921456,62.19468768,0.8398519,260,4.66741627791665,0.98135872,53.6443849349401,0.839360457517193,260,0.125027346,43,3.055194571,0.912258343,11.397095,0.81229248,0.144443229,29,2.802001599,0.909797027,11.08610915,0.832122196,9.07,0.98,3.4968976,4.718052,NA,2.41,63.16,32.64,38.55,52.02,NA,NA,7.5575,2.8049,10.3624,12.992,60.492,890.364,44.888,33.428,1.164,129.556,0.216,0.36,15.656,7.992,0.2,25.048,66.8,8.05036035,59.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","213_Fall_2021"
"820",820,214,2,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.198329854,NA,142.4397,6.71,3.756514,49.714479,18.033208,52.089272,20.675834,149.219596,9.409227,NA,NA,1240,6.703377353,0.998056775,514.6083727,0.941106674,176,4.385398616,0.97554811,40.89663367,0.848160176,131,4.15700221609553,0.97069744,34.1267111132952,0.852683889596074,131,0.222166843,26,2.109907577,0.7599015,4.1649573,0.64758903,0.109525886,22,2.796585119,0.926168169,13.54429359,0.904738502,9.35,0.99,3.852128,4.77426,NA,2.37,67.72,27.64,41.2,51.06,NA,NA,6.0837,2.7314,8.8151,13.688,91.3,962.044,50.4,31.048,1,130.768,0.248,0.3,15.796,6.852,0.172,29.136,75.23,13.09467672,69.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","214_Fall_2021"
"823",823,215,2,"0-10 cm",2021,"Fall","Corn-Soybean-Corn","SHM",0.184397163,NA,186.2289,6.54,4.003876,47.136367,17.610458,45.68392,17.912418,152.055492,8.24224,NA,NA,927,6.455480438,0.997621835,420.4921945,0.944895245,423,5.003049266,0.985749886,70.17487626,0.827309634,294,4.75817772104759,0.98354824,60.7837702470739,0.837179720497806,294,0.129360118,39,2.414048553,0.81898453,5.524389703,0.65893488,0.174357017,55,3.231249125,0.941293988,17.03403051,0.806334032,8.69,0.92,3.598336,4.4954,NA,2.24,67.6,28.2,41.41,51.73,NA,NA,5.6604,2.7823,8.4427,12.908,62.4,938.144,46.252,28.912,0.824,124.444,0.228,0.324,16.204,6.26,0.244,29.608,58.31,6.004058223,72.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","215_Fall_2021"
"826",826,216,2,"0-10 cm",2021,"Fall","Corn-Corn-Corn","No cover",0.165217391,NA,171.9562,6.635,2.780564,45.358263,15.818133,39.874519,19.410813,157.249307,7.511304,NA,NA,853,6.393093376,0.997581109,413.4125285,0.94729903,411,4.903208801,0.982015771,55.60427352,0.81467689,307,4.68936973344129,0.97878712,47.1411708358318,0.818839602539982,307,0.146091414,40,2.573788077,0.872886075,7.866958734,0.69771542,0.134985049,43,3.005135543,0.92407264,13.17048293,0.798983157,10.22,1.1,3.9345504,5.334756,NA,3.34,61.96,33.2,38.5,52.2,NA,NA,7.2141,2.7711,9.9852,9.312,53.068,1019.564,52.196,25.276,1.12,110.496,0.244,0.292,14.572,7.012,0.216,29.952,75.46,7.210300262,63.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","216_Fall_2021"
