"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"685",685,409,4,"0-10 cm",2021,"Summer","Corn-Soybean-Corn","Wheat-Clover",0.19579288,NA,213.7434,NA,NA,34.882336,NA,NA,14.285694,126.342059,NA,NA,NA,1352,6.61814726,0.997648684,425.2937479,0.917996242,237,4.42369508795835,0.974588427167583,39.3521489832507,0.809006297257006,0.0242,19,2.850027827,0.937839482,16.087382,0.967935776,0.1178,32,2.829337271,0.919949899,12.49217665,0.81637417,0.4018,29,2.388703041,0.871906316,7.806786162,0.709383185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3132,4.0321,7.3453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.02,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,114.1,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness,","Summer 2021","409_Summer_2021"
"688",688,410,4,"0-10 cm",2021,"Summer","Corn-Soybean-Corn","SHM",0.2,NA,220.8887,NA,NA,35.593538,NA,NA,9.29723,112.982863,NA,NA,NA,1515,6.781602489,0.997665438,428.3459249,0.926047302,276,4.6698573772226,0.981719909527919,54.7043244412432,0.830876211287241,0.0228,25,2.980726346,0.937547344,16.01212938,0.926014704,0.146,32,2.58036416,0.885398998,8.725927166,0.744535715,0.5958,26,2.440561686,0.86935434,7.654291794,0.749075928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9962,3.8907,6.8869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.75,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,136.03,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wec,","Summer 2021","410_Summer_2021"
"691",691,411,4,"0-10 cm",2021,"Summer","Corn-Corn-Corn","Wheat-Clover",0.215277778,NA,206.5502,NA,NA,53.602091,NA,NA,20.825371,111.173874,NA,NA,NA,1555,6.945844019,0.998553004,691.086744,0.945111697,388,5.1219225914458,0.988643442135015,88.054850060092,0.859238047884302,0.0138,22,2.9009749,0.937107692,15.90019569,0.938510209,0.1892,56,3.079987279,0.914226687,11.65863787,0.765147375,0.6346,41,2.979695156,0.920236133,12.53700497,0.802379785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457,4.0419,4.0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.05,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,152.11,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wec,","Summer 2021","411_Summer_2021"
"694",694,412,4,"0-10 cm",2021,"Summer","Corn-Corn-Corn","No cover",0.202672606,NA,110.9837,NA,NA,42.566415,NA,NA,13.112264,112.286672,NA,NA,NA,1422,6.841525817,0.998360398,609.9040256,0.942382343,301,4.78498412405297,0.984014342213217,62.5560745349384,0.838425035101984,0.019,23,3.016815177,0.945933511,18.49574507,0.962149814,0.186,44,2.958099204,0.916975569,12.04464739,0.781699516,0.5108,34,2.538290603,0.848431153,6.597661849,0.719804622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3383,3.8565,4.1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,189.73,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Summer 2021","412_Summer_2021"
"697",697,413,4,"0-10 cm",2021,"Summer","Corn-Corn-Corn","Wheat",0.204379562,NA,45.184,NA,NA,32.674193,NA,NA,13.381353,99.457711,NA,NA,NA,1353,6.577094252,0.996603123,294.3880242,0.912208268,190,3.53894142594424,0.924189596839224,13.1908017673938,0.674466397957093,0.0182,20,2.794361179,0.926115702,13.53467562,0.932780677,0.2484,29,1.596140122,0.572868403,2.341198843,0.474012443,0.3298,27,2.259095039,0.822544149,5.635204434,0.685438974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0945,4.2077,4.3022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.59,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,131.67,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness, low fun_evenness,","Summer 2021","413_Summer_2021"
"700",700,414,4,"0-10 cm",2021,"Summer","Corn-Corn-Corn","Clover",0.217592593,NA,81.0258,NA,NA,44.447905,NA,NA,17.810206,86.405824,NA,NA,NA,1604,7.030543517,0.998778042,818.3586479,0.952615156,356,4.83871380857439,0.981308175509838,53.4993253615402,0.82362057192675,0.0186,24,2.912961631,0.932751617,14.87024609,0.916586624,0.1796,47,2.891452254,0.897782864,9.783095516,0.750997768,0.6856,46,2.640274967,0.81402278,5.377002638,0.689611456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0577,6.1394,7.1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,183.68,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Summer 2021","414_Summer_2021"
"703",703,415,4,"0-10 cm",2021,"Summer","Corn-Corn-Corn","SHM",0.205217391,NA,78.3603,NA,NA,37.454576,NA,NA,108.486321,88.045441,NA,NA,NA,1705,7.041782106,0.998636252,733.2735156,0.946308147,343,4.93760294796824,0.986101808772507,71.9518089535148,0.845808656746958,0.016,23,3.034866823,0.94867036,19.48192121,0.967907007,0.1548,44,2.984490672,0.924696548,13.27960378,0.788673656,0.5552,39,2.635337345,0.862464171,7.270832681,0.719337519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0701,4.2419,4.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.67,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,170.4,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag,","Summer 2021","415_Summer_2021"
"706",706,416,4,"0-10 cm",2021,"Summer","Corn-Cotton-Soybean","Wheat-Clover",0.210290828,NA,116.5877,NA,NA,20.176675,NA,NA,6.495097,65.233494,NA,NA,NA,1396,6.851790121,0.99843285,638.1011653,0.94620129,336,4.68408647080529,0.978557309891344,46.6359395641475,0.805225539275223,0.039,40,3.518080667,0.966502657,29.8531137,0.953699005,0.1564,41,2.727774949,0.889412638,9.042624632,0.73454208,0.6274,43,2.55149471,0.851500369,6.734023479,0.678372496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4467,4.4906,9.9373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,167.45,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high relabund_amf,","Summer 2021","416_Summer_2021"
"709",709,417,4,"0-10 cm",2021,"Summer","Corn-Cotton-Soybean","Wheat",0.214939024,NA,108.7807,NA,NA,58.589543,NA,NA,9.28991,117.99875,NA,NA,NA,1761,7.080201626,0.998642749,736.7834622,0.947356892,157,3.2180002748895,0.889729490030528,9.06860773816001,0.63644063179951,0.0014,10,2.176390953,0.873257491,7.890012642,0.945194581,0.0216,20,2.660197223,0.913849951,11.60765448,0.887995648,0.5234,17,2.566024096,0.905359966,10.56635292,0.905693919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1308,3.2029,4.3337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,154.2,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low fun_evenness, low soilsap_relabund,","Summer 2021","417_Summer_2021"
"712",712,418,4,"0-10 cm",2021,"Summer","Corn-Cotton-Soybean","SHM",0.21448468,NA,102.1742,NA,NA,54.107685,NA,NA,21.37696,140.467386,NA,NA,NA,1948,7.120947731,0.998643902,737.4099241,0.940113902,233,3.88499859525202,0.950006005776018,20.0024025989967,0.712707978185463,0.0156,26,3.027158264,0.940969272,16.9403297,0.929118652,0.0542,23,2.523926455,0.879082751,8.270118696,0.804953312,0.6196,29,2.153680572,0.735700159,3.783581544,0.639587574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7404,3.1102,4.8506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.22,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,214.09,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Summer 2021","418_Summer_2021"
"715",715,419,4,"0-10 cm",2021,"Summer","Corn-Cotton-Soybean","Clover",0.201117318,NA,82.6937,NA,NA,52.824766,NA,NA,21.269078,130.759999,NA,NA,NA,1550,6.930063676,0.998411679,629.5957596,0.943377899,294,4.60978973179201,0.97133253151107,34.8827452408696,0.811071528947772,0.0326,36,3.220472966,0.945358036,18.30095256,0.898690092,0.0812,33,2.884523349,0.914193296,11.6541011,0.824972719,0.3758,41,2.871372486,0.905303907,10.56009779,0.773210385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3134,4.3443,6.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,212.23,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high relabund_amf,","Summer 2021","419_Summer_2021"
"718",718,420,4,"0-10 cm",2021,"Summer","Corn-Cotton-Soybean","No cover",0.240150094,NA,173.7675,NA,NA,46.014265,NA,NA,21.563558,117.079514,NA,NA,NA,1582,6.921049821,0.998457402,648.2571711,0.939537278,264,3.57973984234909,0.859376764892077,7.11120035911946,0.641996506088832,0.0096,19,2.732345306,0.923506286,13.07296965,0.927968053,0.0878,31,2.670767411,0.888792956,8.992236163,0.777745301,0.7636,34,2.703183768,0.876084571,8.070020103,0.766564777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5575,5.0174,6.5749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.54,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,213.47,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low fun_evenness, high nh-n,","Summer 2021","420_Summer_2021"
"721",721,101,1,"0-10 cm",2021,"Fall","Corn-Corn-Corn","No cover",0.177897574,NA,136.0053,5.975,2.58,26.729847,7.050175,24.650106,11.411321,137.542022,4.21543,NA,NA,826,6.323503902,0.99741884,387.422668,0.941474678,166,1.71781291114302,0.473660955018036,1.89991605132442,0.33603619223341,6e-04,2,0.689009238,0.495867769,1.983606557,0.994030211,0.0342,36,3.039000174,0.930393991,14.36657572,0.848049145,0.8742,27,0.494963551,0.165657762,1.198548934,0.150178413,8.62,0.82,2.29083,5.527508,NA,1.9,69.88,27.56,26.58,64.12,NA,NA,8.0558,4.7775,12.8333,19.46,71.488,920.488,43.964,40.028,2.632,133.148,0.208,0.452,15.352,8.512,0.432,22.256,60.56,34.04224255,68.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low pH, low fun_evenness, high soilsap_relabund, high nh-n, high inorg. n, high wen,","Fall 2021","101_Fall_2021"
"724",724,102,1,"0-10 cm",2021,"Fall","Corn-Corn-Corn","Wheat",0.21459854,NA,145.0566,6.38,2.753188,54.024197,9.690579,33.691808,17.619025,152.617576,7.551984,NA,NA,510,5.866937708,0.995901945,244.0182286,0.941057297,143,4.19827299902506,0.963896133087658,27.6978641215339,0.845940848808155,0,1,0,0,1,NA,0.1186,18,2.429571861,0.877992406,8.196211136,0.840574177,0.5134,21,2.453084362,0.864385705,7.373853928,0.805736996,10.86,1.04,3.561668,5.420384,NA,2.68,59.96,32.2,32.8,49.91,NA,NA,8.6173,2.9481,11.5654,19.556,94.972,1024.512,51.076,33.328,1.788,131.008,0.264,0.416,18.144,8.636,0.288,24.672,77.14,6.901812766,55.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","102_Fall_2021"
"727",727,103,1,"0-10 cm",2021,"Fall","Corn-Corn-Corn","SHM",0.201923077,NA,82.6535,6.455,7.247856,82.078784,29.315207,57.019049,23.163439,157.593514,12.101545,NA,NA,1229,6.701491623,0.997926381,482.2485888,0.942020378,323,4.49339844464956,0.9676069772279,30.8708454606248,0.777720463827293,0.0076,9,1.968696346,0.833796163,6.016708277,0.89599232,0.1408,38,2.591668421,0.851926911,6.753421602,0.712469288,0.4724,45,2.951931424,0.919045469,12.35261316,0.775464447,10.61,1.01,3.3243508,6.18464,NA,2.69,80.32,20.8,31.33,58.29,NA,NA,9.3829,2.7207,12.1036,15.464,91.38,1059.584,50.236,33.768,1.336,132.42,0.272,0.336,18.056,7.292,0.22,28.524,78.88,4.628971839,62.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high ag,","Fall 2021","103_Fall_2021"
"730",730,104,1,"0-10 cm",2021,"Fall","Corn-Corn-Corn","Wheat-Clover",0.204111601,NA,81.2327,6.54,5.050342,71.35137,22.115161,46.489764,28.310668,166.930337,8.800254,NA,NA,703,6.200578231,0.997021277,335.714295,0.945879581,299,4.58283324597227,0.975398157996046,40.6473629023103,0.803943269847393,0.0066,9,1.819215881,0.786749158,4.689313257,0.827960828,0.1558,30,2.331602682,0.811596866,5.307767323,0.685524073,0.5498,48,3.137964398,0.927526793,13.79820271,0.810591956,10.31,1.01,3.4998912,5.85032,NA,2.5,67.4,25.52,33.95,56.74,NA,NA,9.5232,2.7153,12.2385,18.732,79.896,997.34,46.24,33.816,1.72,129.548,0.236,0.384,17.856,8.136,0.272,25.984,91.27,7.44564434,55.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n,","Fall 2021","104_Fall_2021"
"733",733,105,1,"0-10 cm",2021,"Fall","Corn-Corn-Corn","Clover",0.198697068,NA,82.6494,6.51,4.000887,67.555091,16.350395,55.413269,20.81145,180.494972,6.938656,NA,NA,1033,6.551962983,0.997812587,457.1610228,0.944056622,351,4.80817464927066,0.978525220000854,46.5662512044261,0.820397548373172,0.0042,11,2.180406921,0.867578125,7.551622419,0.909300312,0.2048,61,2.790832675,0.835022502,6.061432696,0.678890369,0.567,50,3.212505246,0.942150649,17.28627858,0.821187718,9.85,0.97,3.0905448,5.472144,NA,1.99,76.32,19.28,31.38,55.55,NA,NA,7.5454,2.6017,10.1471,16.52,81.74,1026.016,45.388,34.148,3.756,129.424,0.236,0.544,17.472,7.332,0.312,31.236,71.62,2.872256378,90.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","105_Fall_2021"
"736",736,106,1,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Wheat",0.225531915,NA,125.8949,6.495,6.181251,81.344369,28.68778,71.68924,27.088331,193.226783,12.4648,NA,NA,613,6.100842152,0.996990301,332.2591823,0.950529023,179,4.0912966743433,0.952311458613276,20.9693979082025,0.788701058197116,0,NA,NA,NA,NA,NA,0.1332,19,1.956754942,0.743561094,3.899564281,0.664559516,0.6102,25,1.744265276,0.636545579,2.751376631,0.541886476,10.14,0.97,3.7664256,6.41484,NA,2.71,69.2,23.88,37.14,63.26,NA,NA,8.7066,2.9914,11.698,23.604,110.876,949.052,50.956,36.576,1.968,129.796,0.256,0.404,20.996,6.76,0.228,22.416,79.66,6.52960226,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high lap, high P, high K,","Fall 2021","106_Fall_2021"
"739",739,107,1,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","SHM",0.213656388,NA,177.1973,6.42,4.499868,66.924192,22.647635,45.048133,20.300448,167.412064,8.965249,NA,NA,1050,6.544999576,0.99775646,445.724135,0.940840483,210,4.07655823951327,0.955849023251611,22.6495555398212,0.762385685362546,8e-04,1,0,0,1,NA,0.1184,26,1.901868725,0.732200491,3.734136792,0.583736149,0.4922,21,1.900048223,0.769271894,4.334105708,0.624087443,10.06,0.98,4.0584264,5.631336,NA,3.11,67.28,28.04,40.34,55.98,NA,NA,9.6381,3.446,13.0841,17.952,83.04,869.02,40.88,32.976,1.436,118.544,0.24,0.368,18.78,8.204,0.248,19.716,70.99,2.123700602,58.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n,","Fall 2021","107_Fall_2021"
"742",742,108,1,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Clover",0.196521739,NA,166.888,6.38,4.953204,59.215526,22.968869,54.720919,28.078575,145.589534,8.219202,NA,NA,903,6.398870439,0.997453772,392.737742,0.940219115,305,4.67785400318041,0.98064788922008,51.6739497501017,0.817762070646216,0.0046,4,1.155056954,0.643562277,2.805539187,0.83319747,0.2112,53,2.985229901,0.907514658,10.8125242,0.751891792,0.5726,40,2.983141995,0.925305143,13.38780264,0.808685139,9.87,0.95,3.11751,6.21624,NA,2.82,70.8,24.4,31.59,62.98,NA,NA,9.7019,3.5976,13.2995,15.364,91.236,909.384,44.68,35.036,1.58,120.708,0.244,0.348,16.256,8.552,0.28,22.44,75.12,7.261885084,80.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n,","Fall 2021","108_Fall_2021"
"745",745,109,1,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","No cover",0.196551724,NA,176.8647,6.43,6.49425,134.496917,53.508953,85.17443,45.558678,219.190642,11.348145,NA,NA,1007,6.514819359,0.997675332,430.1690033,0.942165279,304,4.59318288867267,0.977051429360189,43.5756987088858,0.803421485528727,0.0044,8,1.899220164,0.825463957,5.729475588,0.913331838,0.116,41,2.740183245,0.868702644,7.616299611,0.737883417,0.555,37,2.717784332,0.880806733,8.389735608,0.752657468,9.45,0.9,4.391816,5.54224,NA,2.79,75.2,19.24,46.47,58.65,NA,NA,9.4977,2.5205,12.0182,25.192,73.608,1068.816,49.9,32.372,1.8,123.636,0.276,0.372,14.984,7.752,0.276,28.948,72.07,4.658212821,84.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high bg, high cb, high nag, high lap, high no-n, high P,","Fall 2021","109_Fall_2021"
"748",748,110,1,"0-10 cm",2021,"Fall","Corn-Cotton-Soybean","Wheat-Clover",0.210300429,NA,165.2547,6.53,4.216111,67.955933,22.965638,37.51899,25.88096,145.693411,7.988882,NA,NA,1137,6.634946679,0.997927594,482.5308529,0.942979911,262,4.56818636628239,0.976203106799887,42.0222922207019,0.820385010876544,0.002,5,1.452560717,0.73862043,3.825853722,0.902526718,0.222,41,2.757046529,0.88085129,8.392873106,0.742424404,0.5872,39,3.122423771,0.93949623,16.52789572,0.85229186,9.4,0.91,4.6760152,5.904632,NA,3.69,71.92,21.56,49.74,62.82,NA,NA,8.528,2.4988,11.0268,15.332,84.28,969.312,49.888,32.88,1.692,124.236,0.224,0.312,16.476,7.12,0.22,27.924,68.9,4.792464672,84.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","110_Fall_2021"
"751",751,111,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","No cover",0.167701863,NA,115.7802,6.575,3.663006,49.442571,15.285395,35.299971,18.148263,121.544261,7.594108,NA,NA,1633,6.954116833,0.998421042,633.329001,0.939977452,331,4.60933553177417,0.977033314060682,43.5413277580478,0.794422869987485,0.0012,2,0.658109988,0.465373961,1.870466321,0.949452015,0.2562,43,2.245948535,0.809270969,5.243040318,0.597136144,0.625,53,2.795897331,0.886683856,8.824867887,0.704204475,9.07,0.87,3.4705108,5.38824,NA,2.8,68.64,24.68,38.26,59.41,NA,NA,8.63,2.4826,11.1126,13.552,60.864,885.736,51.892,26.172,1.284,116.38,0.176,0.268,12.948,6.264,0.18,21.972,63.94,3.514411715,74.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","111_Fall_2021"
"754",754,112,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat-Clover",0.179640719,NA,110.4403,6.53,4.747168,59.426356,18.098381,37.824066,19.170768,205.464502,8.125186,NA,NA,1334,6.811225421,0.998370518,613.6918324,0.946537637,378,4.87365491538511,0.983269054783649,59.769486246522,0.821186487028234,8e-04,4,1.293759775,0.699707031,3.330081301,0.933250406,0.167,43,2.587798707,0.860621948,7.174730783,0.688024733,0.602,61,2.63343706,0.84558494,6.476052262,0.64060274,12.04,1.17,5.0283204,5.399316,NA,2.89,72.28,22.92,41.76,44.84,NA,NA,9.6119,3.1666,12.7785,17.02,75.184,970.868,59.732,27.468,1.388,118.976,0.184,0.256,14.24,6.848,0.2,22.844,76.91,6.290769628,74.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high no-n, high inorg. n,","Fall 2021","112_Fall_2021"
"757",757,113,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","SHM",0.18344519,NA,137.0395,6.41,4.518834,55.08729,15.81178,31.273942,16.203443,189.598651,8.696571,NA,NA,1925,7.101789386,0.998678973,756.9868471,0.939057082,313,4.69800165567777,0.979423786390806,48.5998065043986,0.817583628684065,0,2,0.450561209,0.277777778,1.384615385,0.650022422,0.256,45,2.631751361,0.88659583,8.818017904,0.691354006,0.623,41,2.409775576,0.76206211,4.202777464,0.648910411,10.2,0.97,5.0532,6.283292,NA,3,71.32,23.76,49.54,61.6,NA,NA,8.5285,3.9125,12.441,11.048,60.164,899.32,55.996,27.872,1.476,113.796,0.168,0.348,15.136,7.728,0.228,21.688,83.71,10.52794377,80.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2021","113_Fall_2021"
"760",760,114,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Wheat",0.192904656,NA,132.1187,6.665,4.493791,71.21399,22.035267,45.105854,19.431938,190.990351,10.692192,NA,NA,1366,6.816007414,0.998377923,616.4936286,0.944092155,428,4.9469331152466,0.985548464148299,69.1967975073234,0.816443725530093,8e-04,6,1.64803082,0.792924037,4.829145729,0.919783514,0.1936,63,2.919237369,0.903601186,10.37357164,0.704596293,0.6764,75,3.000022159,0.901521314,10.15448152,0.6948536,12.2,1.15,5.9223948,5.782556,NA,3.95,72.92,22.24,48.54,47.4,NA,NA,10.6836,3.2288,13.9124,20.524,76.372,1124.612,62.964,25.452,1.276,121.824,0.22,0.292,14.264,6.168,0.196,29.056,90.83,10.34635059,76.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high POC, high no-n, high inorg. n,","Fall 2021","114_Fall_2021"
"763",763,115,1,"0-10 cm",2021,"Fall","Soybean-Soybean-Soybean","Clover",0.178489703,NA,52.5893,6.53,3.698597,61.4877,20.70184,43.631196,16.115439,150.027247,7.501954,NA,NA,1180,6.670154428,0.997994664,498.6695683,0.943008636,283,4.3148457363032,0.951873585832941,20.7786101937439,0.764305433127799,0,2,0.689734493,0.496591196,1.986457114,0.995076532,0.1532,52,2.779293846,0.887301192,8.873208338,0.70339722,0.5124,39,2.881557419,0.923760022,13.11647806,0.786545362,11.1,1.08,3.8480568,6.23146,NA,3.16,72.04,24.32,34.67,56.14,NA,NA,6.0872,2.9293,9.0165,23.048,73.8,1074.256,57.364,25.236,1.328,121.12,0.18,0.32,14.484,6.12,0.18,27.576,90.87,11.37134319,74.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high P,","Fall 2021","115_Fall_2021"
